,title,artist,top genre,year,tempo,energy,dnce,dB,live,val,dur,acous,spch,Pop,,,
,ConfÃ­a,"Sech, Daddy Yankee",Trap,2020,167.987,0.757,0.722,-3.592,0.0657,0.763,202.308,0.17,0.0782,1,,,
,MuÃ©velo,"Nicky Jam, Daddy Yankee",Trap,2020,188.09,0.808,0.594,-2.409,0.565,0.919,194.892,0.415,0.0489,20,,,
,All Bad (feat. Lil Uzi Vert),Future,Hip-hop,2020,142.039,0.667,0.931,-7.043,0.15,0.667,207.739,0.0144,0.318,1,,,
,Pain 1993 (with Playboi Carti),Drake,Rap,2020,77.271,0.373,0.825,-5.532,0.368,0.12,149.078,0.163,0.108,3,,,
,Trillionaire (feat. Youngboy Never Broke Again),Future,Hip-hop,2020,139.999,0.526,0.768,-7.182,0.139,0.473,167.552,0.237,0.209,1,,,
,Go Stupid,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",Trap,2020,141.034,0.833,0.92,-3.18,0.0596,0.645,165.726,0.0277,0.253,1,,,
,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,Pop,2020,134.012,0.937,0.794,-2.44,0.962,0.826,237.517,0.366,0.0336,10,,,
,Racks 2 Skinny,Migos,Trap,2020,141.016,0.584,0.814,-5.425,0.0646,0.405,178.025,0.00839,0.0819,1,,,
,Be Something (feat. Lil Baby),Polo G,Trap,2020,136.103,0.52,0.829,-10.34,0.134,0.248,194.118,0.0232,0.294,1,,,
,BENDICIONES,Bad Bunny,Trap,2020,143.995,0.581,0.828,-9.909,0.103,0.843,155.06,0.0378,0.0725,2,,,
,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",Trap,2020,119.01,0.808,0.883,-3.158,0.207,0.806,232.065,0.0313,0.182,9,,,
,Excitement,"Trippie Redd, PARTYNEXTDOOR",Rap,2020,121.967,0.536,0.443,-8.187,0.1,0.0391,283.285,0.0194,0.0378,1,,,
,Can We Kiss Forever?,"Kina, Adriana Proenza",Rap,2020,109.986,0.128,0.522,-18.717,0.0941,0.124,187.932,0.894,0.0357,21,,,
,SI ELLA SALE,Bad Bunny,Trap,2020,147.967,0.727,0.869,-7.397,0.107,0.92,143.24,0.0589,0.123,1,,,
,RONCA FREESTYLE,Bad Bunny,Trap,2020,90.041,0.656,0.856,-6.483,0.0998,0.586,150.06,0.165,0.131,1,,,
,Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,Pop,2020,92.466,0.569,0.565,-6.084,0.106,0.303,214.825,0.0352,0.379,1,,,
,EN CASITA,"Bad Bunny, Gabriela",Trap,2020,158.093,0.764,0.779,-8.217,0.0909,0.675,176.44,0.221,0.0938,1,,,
,QuÃ© MaldiciÃ³n,"Banda MS de Sergio LizÃ¡rraga, Snoop Dogg",Trap,2020,177.951,0.531,0.755,-8.051,0.13,0.683,203.36,0.213,0.196,2,,,
,Nicht verdient,"Capital Bra, Loredana",Hip-hop,2020,77.981,0.65,0.719,-7.274,0.167,0.488,176.953,0.381,0.232,2,,,
,A Tu Merced,Bad Bunny,Trap,2020,92.023,0.791,0.86,-4.784,0.106,0.887,175.918,0.169,0.0568,11,,,
,Demons (feat. Fivio Foreign & Sosa Geek),Drake,Rap,2020,106.869,0.766,0.543,-3.387,0.155,0.729,204.805,0.423,0.343,2,,,
,Moral of the Story,Ashe,Pop,2020,119.812,0.406,0.572,-8.624,0.102,0.265,201.084,0.587,0.0427,12,,,
,Can I,Kehlani,Pop,2020,119.537,0.791,0.574,-3.752,0.0982,0.612,167.81,0.419,0.11,1,,,
,STARGAZING,Travis Scott,Rap,2020,150.007,0.789,0.487,-3.69,0.189,0.0564,270.715,0.00947,0.044,3,,,
,Eastside (with Halsey & Khalid),benny blanco,Pop,2020,89.391,0.68,0.56,-7.648,0.116,0.319,173.8,0.555,0.321,20,,,
,Suicidal,YNW Melly,Trap,2020,139.957,0.441,0.655,-5.245,0.099,0.273,225.857,0.474,0.0629,20,,,
,How Do You Sleep?,Sam Smith,Pop,2020,110.567,0.682,0.477,-4.931,0.0763,0.345,202.205,0.153,0.0925,20,,,
,No Time To Die,Billie Eilish,Pop,2020,73.537,0.219,0.38,-13.273,0.0827,0.0517,242.265,0.917,0.0358,13,,,
,D4L,"Future, Drake, Young Thug",Rap,2020,170.004,0.706,0.718,-5.709,0.352,0.815,189.176,0.0128,0.06,1,,,
,Time Flies,Drake,Rap,2020,86.46,0.477,0.864,-5.786,0.182,0.5,192.932,0.201,0.224,1,,,
,Desires (with Future),Drake,Rap,2020,145.074,0.506,0.812,-7.706,0.325,0.554,237.946,0.281,0.116,1,,,
,Not You Too (feat. Chris Brown),Drake,Rap,2020,86.318,0.452,0.458,-9.299,0.0703,0.316,269.68,0.342,0.047,1,,,
,Landed,Drake,Rap,2020,163.949,0.636,0.881,-4.629,0.111,0.715,152.195,0.00606,0.287,1,,,
,When To Say When,Drake,Rap,2020,170.718,0.82,0.41,-6.808,0.538,0.526,223.124,0.252,0.533,1,,,
,Deep Pockets,Drake,Rap,2020,77.888,0.824,0.473,-3.68,0.605,0.374,222.929,0.482,0.163,1,,,
,War,Drake,Rap,2020,144.064,0.792,0.749,-4.151,0.109,0.239,180,0.292,0.0826,1,,,
,From Florida With Love,Drake,Rap,2020,80.506,0.477,0.787,-7.837,0.104,0.476,234.783,0.768,0.199,1,,,
,Losses,Drake,Rap,2020,85.687,0.57,0.551,-7.385,0.424,0.505,271.184,0.28,0.351,1,,,
,Turks (feat. Travis Scott),"NAV, Gunna",Hip-hop,2020,119.099,0.618,0.893,-4.425,0.542,0.389,161.377,0.0827,0.112,6,,,
,Boyfriend,Selena Gomez,Pop,2020,92.046,0.512,0.811,-6.381,0.0768,0.346,161.188,0.218,0.17,4,,,
,What If I Told You That I Love You,Ali Gatie,Hip-hop,2020,84.394,0.366,0.596,-11.144,0.0554,0.229,193.668,0.63,0.115,15,,,
,Emotions,Ufo361,Trap,2020,98.543,0.491,0.788,-9.884,0.107,0.271,146.028,0.386,0.109,2,,,
,FIND MY WAY,DaBaby,Hip-hop,2020,103,0.624,0.836,-6.75,0.138,0.7,139.89,0.187,0.184,5,,,
,Keii,Anuel AA,Trap,2020,88.015,0.797,0.708,-3.095,0.096,0.51,210,0.4,0.0391,13,,,
,Por Primera Vez,"Camilo, Evaluna Montaner",Pop,2020,165.896,0.588,0.716,-3.952,0.0847,0.707,183.547,0.152,0.116,4,,,
,@ MEH,Playboi Carti,Pop,2020,151.042,0.492,0.877,-8.11,0.0678,0.4,166.799,0.0136,0.153,3,,,
,Broke In A Minute,Tory Lanez,Trap,2020,120.009,0.7,0.929,-5.595,0.349,0.802,132.024,0.144,0.0906,5,,,
,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",Trap,2020,94.004,0.72,0.816,-4.454,0.277,0.78,267.242,0.206,0.0684,8,,,
,SUGAR,BROCKHAMPTON,Trap,2020,122.973,0.538,0.453,-8.212,0.19,0.516,204.533,0.449,0.0638,18,,,
,90-60-111,Shirin David,Hip-hop,2020,143.979,0.628,0.8,-6.615,0.391,0.745,141.387,0.103,0.285,1,,,
,YOSEMITE,Travis Scott,Rap,2020,128.047,0.554,0.785,-6.571,0.116,0.144,150.043,0.283,0.0409,1,,,
,Houdini (feat. Swarmz & Tion Wayne),KSI,Hip-hop,2020,100.453,0.519,0.572,-8.054,0.129,0.704,169.355,0.000415,0.243,1,,,
,Sasuke,Lil Uzi Vert,Trap,2020,145.979,0.477,0.859,-6.116,0.0819,0.153,251.336,0.00414,0.428,1,,,
,Me Gusta,"Shakira, Anuel AA",Pop,2020,92.007,0.696,0.775,-5.184,0.157,0.775,190.57,0.0559,0.0681,15,,,
,If Youâ€™re Too Shy (Let Me Know) - Edit,The 1975,Trap,2020,125.641,0.806,0.651,-4.842,0.0927,0.386,239.877,0.00399,0.0311,1,,,
,"Alone, Pt. II","Alan Walker, Ava Max",Trap,2020,88.033,0.668,0.67,-4.306,0.133,0.608,179.053,0.536,0.0422,18,,,
,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,Trap,2020,104,0.759,0.803,-4.692,0.0921,0.284,213.308,0.00509,0.0494,9,,,
,Blanco,J Balvin,Pop,2020,100.013,0.706,0.87,-5.395,0.0872,0.593,145.8,0.0253,0.126,18,,,
,PICK UP (feat. Quavo),DaBaby,Hip-hop,2020,129.93,0.612,0.915,-4.535,0.115,0.758,118.547,0.0944,0.407,1,,,
,JUMP (feat. YoungBoy Never Broke Again),DaBaby,Hip-hop,2020,140.1,0.72,0.896,-6.262,0.252,0.966,212.093,0.169,0.355,1,,,
,LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,Hip-hop,2020,129.991,0.578,0.932,-4.478,0.115,0.623,111.173,0.115,0.366,1,,,
,That Way - Bonus Track,Lil Uzi Vert,Trap,2020,130.007,0.598,0.712,-5.368,0.154,0.504,212.354,0.0546,0.0388,7,,,
,No Me Ame,"Rvssian, Anuel AA, Juice WRLD",Trap,2020,160.095,0.766,0.68,-4.799,0.116,0.28,180,0.0411,0.0923,1,,,
,I'll Wait,"Kygo, Sasha Alex Sloan",Pop,2020,122.983,0.651,0.611,-6.973,0.105,0.351,215.361,0.144,0.0589,3,,,
,Oprahâ€™s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,Trap,2020,138.066,0.617,0.836,-4.363,0.319,0.866,206.702,0.17,0.0534,6,,,
,BLAME IT ON BABY,DaBaby,Hip-hop,2020,109.791,0.687,0.875,-5.734,0.141,0.864,125.907,0.236,0.387,1,,,
,Follow,"KAROL G, Anuel AA",Pop,2020,168.997,0.787,0.735,-4.375,0.0721,0.455,203.093,0.667,0.16,3,,,
,3 Nights,Dominic Fike,Pop,2020,151.891,0.518,0.815,-6.594,0.104,0.877,177.667,0.223,0.0897,13,,,
,The Take (feat. Chris Brown),Tory Lanez,Trap,2020,67.003,0.547,0.464,-8.137,0.155,0.423,221.492,0.0511,0.339,5,,,
,Stupid Again,Tory Lanez,Trap,2020,120.059,0.823,0.775,-4.941,0.309,0.65,174.848,0.0881,0.0635,1,,,
,Shotz Fired,Bonez MC,Hip-hop,2020,76.007,0.594,0.839,-9.087,0.165,0.58,179.844,0.249,0.139,1,,,
,BaeBae,Samra,Hip-hop,2020,86.627,0.712,0.628,-4.864,0.156,0.45,167.827,0.282,0.156,1,,,
,To Die For,Sam Smith,Pop,2020,171.649,0.361,0.483,-7.889,0.098,0.307,193.795,0.832,0.0738,9,,,
,WANNABE,ITZY,K-Pop,2020,122.035,0.911,0.809,-4.41,0.181,0.64,191.242,0.00795,0.0617,5,,,
,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",Pop,2020,100.1,0.511,0.528,-8.144,0.101,0.351,209.88,0.126,0.0324,13,,,
,Heart On Ice,Rod Wave,Trap,2020,157.878,0.389,0.733,-8.468,0.141,0.244,159.67,0.0513,0.0738,2,,,
,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",Hip-hop,2020,173.986,0.832,0.737,-2.622,0.255,0.865,330.24,0.12,0.0798,2,,,
,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas",Trap,2020,141.087,0.813,0.922,-3.268,0.0539,0.724,165.726,0.0198,0.251,9,,,
,Cradles,Sub Urban,Pop,2020,78.616,0.589,0.534,-1.865,0.176,0.632,209.829,0.256,0.325,3,,,
,Good as Hell (feat. Ariana Grande),Lizzo,Pop,2020,95.927,0.892,0.668,-3.001,0.735,0.478,159.011,0.298,0.0645,8,,,
,Forever (feat. Post Malone & Clever),Justin Bieber,Pop,2020,139.98,0.483,0.825,-5.746,0.204,0.892,219.933,0.538,0.08,8,,,
,I Love Me,Demi Lovato,Pop,2020,150.093,0.561,0.664,-7.031,0.0764,0.713,203.672,0.00261,0.0495,5,,,
,Old Me,5 Seconds of Summer,Pop,2020,127.978,0.62,0.722,-3.639,0.26,0.474,186.786,0.313,0.0483,4,,,
,Pero Ya No,Bad Bunny,Trap,2020,147.982,0.612,0.882,-6.103,0.182,0.742,160.638,0.0475,0.118,6,,,
,Hardest To Love,The Weeknd,Pop,2020,80.957,0.608,0.467,-7.847,0.125,0.108,211.4,0.0909,0.0707,3,,,
,BRABA,LuÃ­sa Sonza,Pop,2020,144.011,0.689,0.812,-5.113,0.0784,0.663,129.782,0.181,0.0619,2,,,
,Woah,Lil Baby,Hip-hop,2020,142.959,0.602,0.882,-5.554,0.178,0.43,183.011,0.0177,0.245,14,,,
,Pretty Please,Dua Lipa,Pop,2020,106.976,0.474,0.906,-6.124,0.286,0.656,194.607,0.0311,0.194,2,,,
,I.F.L.Y.,Bazzi,Pop,2020,104.954,0.519,0.812,-4.823,0.13,0.554,165.714,0.379,0.0385,10,,,
,Cool,Dua Lipa,Pop,2020,89.719,0.785,0.469,-4.015,0.0931,0.79,209.583,0.133,0.0664,1,,,
,Future Nostalgia,Dua Lipa,Pop,2020,114.993,0.813,0.875,-4.502,0.321,0.859,184.882,0.00618,0.0579,1,,,
,Good In Bed,Dua Lipa,Pop,2020,94.06,0.701,0.68,-5.001,0.168,0.649,218.754,0.138,0.0917,1,,,
,Scared To Live,The Weeknd,Pop,2020,87.221,0.498,0.504,-8.24,0.0929,0.196,191.307,0.131,0.0499,2,,,
,Alone Again,The Weeknd,Pop,2020,65.375,0.652,0.218,-7.953,0.172,0.0599,250.053,0.033,0.0641,2,,,
,Boys Will Be Boys,Dua Lipa,Pop,2020,125.021,0.486,0.768,-5.954,0.098,0.519,166.266,0.408,0.0353,1,,,
,Auto Blu,"Shiva, Eiffel 65",Hip-hop,2020,130.015,0.783,0.82,-6.146,0.0938,0.653,166.087,0.0158,0.0621,1,,,
,Du bist mein,"Zuna, Loredana, SRNO",Hip-hop,2020,187.81,0.556,0.761,-6.943,0.0976,0.521,160.357,0.138,0.364,1,,,
,Too Late,The Weeknd,Pop,2020,120.077,0.863,0.638,-5.221,0.685,0.226,239.973,0.052,0.132,2,,,
,Wildflower,5 Seconds of Summer,Pop,2020,108.992,0.768,0.644,-4.316,0.469,0.598,220.536,0.174,0.0455,1,,,
,Faith,The Weeknd,Pop,2020,175.946,0.605,0.375,-7.268,0.147,0.128,283.227,0.612,0.0729,2,,,
,Snowchild,The Weeknd,Pop,2020,148.062,0.611,0.55,-7.475,0.121,0.243,247.187,0.162,0.137,2,,,
,Escape From LA,The Weeknd,Pop,2020,145.74,0.524,0.404,-8.996,0.199,0.168,355.96,0.0456,0.0593,2,,,
,Allein sein,Ufo361,Trap,2020,75.978,0.588,0.774,-8.529,0.258,0.392,147.353,0.0386,0.225,1,,,
,Bichiyal,"Bad Bunny, Yaviah",Trap,2020,93.956,0.766,0.737,-4.242,0.114,0.662,196.5,0.31,0.0458,5,,,
,Medusa,"Jhay Cortez, Anuel AA, J Balvin",Trap,2020,98.023,0.604,0.886,-7.293,0.107,0.383,305.333,0.194,0.208,8,,,
,Break Up Song,Little Mix,Pop,2020,90.019,0.75,0.631,-5.416,0.286,0.593,200.293,0.00388,0.0394,1,,,
,Teeth,5 Seconds of Summer,Pop,2020,139.02,0.461,0.749,-2.961,0.0738,0.42,204.887,0.0516,0.0416,1,,,
,Repeat After Me (Interlude),The Weeknd,Pop,2020,95.032,0.619,0.555,-7.918,0.0917,0.141,195.813,0.0323,0.0314,1,,,
,Until I Bleed Out,The Weeknd,Pop,2020,115.233,0.394,0.245,-9.887,0.093,0.148,190.173,0.423,0.0374,1,,,
,Rosa,J Balvin,Pop,2020,175.992,0.561,0.651,-5.715,0.435,0.369,189.827,0.25,0.25,1,,,
,Gris,J Balvin,Pop,2020,93.06,0.709,0.849,-4.717,0.329,0.916,176.627,0.229,0.0794,1,,,
,Negro,J Balvin,Pop,2020,164.081,0.911,0.795,-2.228,0.131,0.8,182.093,0.0157,0.0875,1,,,
,Verde,"J Balvin, Sky Rompiendo",Pop,2020,94.995,0.738,0.828,-4.295,0.0917,0.818,142.547,0.0381,0.0516,1,,,
,Baby Pluto,Lil Uzi Vert,Trap,2020,160.052,0.634,0.772,-6.101,0.432,0.671,210.261,0.135,0.212,3,,,
,Lo Mein,Lil Uzi Vert,Trap,2020,133.082,0.676,0.855,-5.736,0.144,0.509,195.299,0.0888,0.325,3,,,
,No Judgement,Niall Horan,Pop,2020,100.051,0.726,0.723,-3.835,0.057,0.962,176.283,0.0564,0.0472,7,,,
,Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,Trap,2020,136.985,0.448,0.879,-8.57,0.224,0.278,198.913,0.0346,0.222,3,,,
,ArcoÃ­ris,"J Balvin, Mr Eazi",Pop,2020,92.971,0.787,0.731,-5.26,0.316,0.393,186.693,0.0853,0.0721,1,,,
,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,Hip-hop,2020,160.004,0.582,0.816,-4.141,0.0916,0.542,136.366,0.0794,0.341,12,,,
,Feel Me,Selena Gomez,Pop,2020,99.989,0.808,0.71,-6.703,0.0734,0.392,226.003,0.44,0.0433,5,,,
,H <3 T E L,"Dardan, Monet192",Hip-hop,2020,134.999,0.646,0.726,-6.9,0.112,0.58,163.253,0.0495,0.0977,1,,,
,25-Aug,Bad Bunny,Trap,2020,151.982,0.732,0.761,-5.469,0.0716,0.542,243.276,0.092,0.0549,4,,,
,Se Me OlvidÃ³,Christian Nodal,Pop,2020,141.82,0.558,0.65,-3.082,0.303,0.725,159.533,0.368,0.0309,3,,,
,B.S. (feat. H.E.R.),JhenÃ© Aiko,Pop,2020,135.781,0.525,0.617,-10.426,0.135,0.377,212.867,0.554,0.12,3,,,
,SoliÃ¡,Bad Bunny,Trap,2020,92.041,0.81,0.71,-5.507,0.154,0.184,159.282,0.117,0.0854,4,,,
,EstÃ¡ CabrÃ³n Ser Yo,"Bad Bunny, Anuel AA",Trap,2020,154.083,0.854,0.81,-3.999,0.123,0.879,227.939,0.0732,0.254,4,,,
,Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,Trap,2020,75.491,0.567,0.733,-6.718,0.382,0.319,238.816,0.0129,0.319,1,,,
,Yessirskiii,"Lil Uzi Vert, 21 Savage",Trap,2020,140.007,0.739,0.895,-6.633,0.102,0.763,219.34,0.0183,0.283,1,,,
,Cardigan,Don Toliver,Rap,2020,142.046,0.497,0.747,-6.542,0.138,0.0663,158.709,0.248,0.0401,1,,,
,Silly Watch,Lil Uzi Vert,Trap,2020,130.117,0.535,0.903,-6.238,0.0851,0.157,195.692,0.0298,0.286,2,,,
,Hablamos MaÃ±ana,"Bad Bunny, Duki, Pablo Chill-E",Trap,2020,156.019,0.677,0.683,-4.496,0.0998,0.514,240.253,0.0869,0.0469,3,,,
,Lotus,Lil Uzi Vert,Trap,2020,150.063,0.748,0.802,-5.708,0.165,0.516,193.861,0.24,0.207,1,,,
,Lettre Ã  une femme,Ninho,Trap,2020,149.367,0.398,0.487,-9.901,0.12,0.905,157.766,0.835,0.0697,2,,,
,Que Malo,"Bad Bunny, Ã‘engo Flow",Trap,2020,94.026,0.787,0.802,-6.181,0.153,0.446,167.975,0.0832,0.0599,3,,,
,Leaders (feat. NAV),Lil Uzi Vert,Trap,2020,132.936,0.654,0.95,-5.895,0.138,0.886,194.844,0.0744,0.307,1,,,
,Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,Trap,2020,131.194,0.65,0.862,-6.978,0.568,0.658,115.35,0.0207,0.355,1,,,
,La Zona,Bad Bunny,Trap,2020,93.992,0.801,0.762,-3.661,0.254,0.81,136.893,0.2,0.0409,3,,,
,Wassup (feat. Future),Lil Uzi Vert,Trap,2020,130.019,0.622,0.762,-6.293,0.145,0.626,193.314,0.352,0.223,1,,,
,Una Vez,"Bad Bunny, Mora",Trap,2020,83.836,0.598,0.55,-5.402,0.0955,0.543,232.496,0.132,0.0831,3,,,
,Moon Relate,Lil Uzi Vert,Trap,2020,102.021,0.768,0.867,-3.73,0.254,0.34,181.826,0.18,0.0791,1,,,
,Black And White,Niall Horan,Pop,2020,147.589,0.582,0.443,-6.02,0.127,0.239,193.09,0.0301,0.0482,1,,,
,The Other Side (from Trolls World Tour),"SZA, Justin Timberlake",Pop,2020,105.979,0.607,0.76,-6.274,0.132,0.709,188.187,0.00277,0.0964,3,,,
,Whine Up,"Nicky Jam, Anuel AA",Trap,2020,104.957,0.665,0.817,-6.224,0.103,0.662,215.46,0.0549,0.0758,12,,,
,Ayy Macarena,Tyga,Pop,2020,96.493,0.629,0.816,-5.568,0.0692,0.714,131.607,0.133,0.226,12,,,
,Trap This Way (This Way),Lil Uzi Vert,Trap,2020,175.987,0.586,0.71,-5.331,0.193,0.207,185.439,0.248,0.381,1,,,
,Who (feat. BTS),Lauv,Pop,2020,141.641,0.345,0.632,-8,0.104,0.0818,180.413,0.551,0.0349,2,,,
,Homecoming,Lil Uzi Vert,Trap,2020,129.957,0.563,0.929,-7.428,0.244,0.353,213.885,0.000592,0.49,2,,,
,Got The Guap (feat. Young Thug),Lil Uzi Vert,Trap,2020,142.977,0.601,0.837,-5.628,0.0928,0.749,176.756,0.21,0.198,1,,,
,Prices,Lil Uzi Vert,Trap,2020,126.002,0.683,0.786,-5.397,0.706,0.57,233.333,0.173,0.205,2,,,
,I Can Show You,Lil Uzi Vert,Trap,2020,139.915,0.656,0.817,-7.086,0.115,0.314,120.076,0.051,0.277,1,,,
,I'm Sorry,Lil Uzi Vert,Trap,2020,128.02,0.547,0.858,-5.822,0.104,0.303,211.883,0.213,0.29,2,,,
,Black Swan,BTS,K-Pop,2020,147.023,0.758,0.719,-5.167,0.129,0.49,198.261,0.137,0.0851,9,,,
,Bad Child,Tones And I,Pop,2020,117.992,0.553,0.756,-4.24,0.158,0.597,221.467,0.404,0.0343,1,,,
,<3,Bad Bunny,Trap,2020,80.353,0.665,0.631,-7.589,0.152,0.634,157.967,0.602,0.229,3,,,
,"Bad Girls, Good Vibes",Ufo361,Trap,2020,127.977,0.368,0.826,-12.761,0.0914,0.158,107.446,0.516,0.133,1,,,
,Liberdade ProvisÃ³ria - Ao Vivo,Henrique & Juliano,Pop,2020,108.138,0.684,0.668,-5.937,0.923,0.7,187.986,0.627,0.0527,5,,,
,Pop,Lil Uzi Vert,Trap,2020,139.891,0.599,0.741,-6.672,0.785,0.276,227.474,0.00961,0.419,1,,,
,Celebration Station,Lil Uzi Vert,Trap,2020,142.086,0.771,0.748,-4.156,0.135,0.792,195.058,0.101,0.15,1,,,
,Bigger Than Life,Lil Uzi Vert,Trap,2020,140.013,0.752,0.776,-4.711,0.33,0.716,192.705,0.325,0.193,1,,,
,Venetia,Lil Uzi Vert,Trap,2020,142.933,0.757,0.775,-4.139,0.148,0.562,188.8,0.162,0.175,1,,,
,You Better Move,Lil Uzi Vert,Trap,2020,118.836,0.556,0.842,-6.793,0.204,0.306,196.639,0.159,0.442,1,,,
,Chrome Heart Tags,Lil Uzi Vert,Trap,2020,70.056,0.768,0.702,-4.055,0.105,0.574,212.821,0.541,0.0669,1,,,
,Bust Me,Lil Uzi Vert,Trap,2020,151.923,0.703,0.734,-6.256,0.413,0.608,194.452,0.237,0.355,1,,,
,RenÃ©,Residente,Hip-hop,2020,90.471,0.388,0.486,-9.326,0.196,0.467,457.592,0.435,0.126,2,,,
,Secure The Bag,Lil Uzi Vert,Trap,2020,129.945,0.719,0.803,-4.485,0.425,0.549,238.425,0.344,0.392,1,,,
,Urgency (feat. Syd),Lil Uzi Vert,Trap,2020,156.035,0.784,0.619,-6.11,0.315,0.471,181.161,0.0326,0.123,1,,,
,ON (Feat. Sia),BTS,K-Pop,2020,105.922,0.848,0.591,-4.397,0.372,0.386,246.816,0.137,0.0828,3,,,
,P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel",Trap,2020,101.024,0.635,0.82,-5.749,0.244,0.528,258.28,0.409,0.0772,2,,,
,Modern Loneliness,Lauv,Pop,2020,82.008,0.508,0.702,-7.105,0.108,0.143,252.337,0.144,0.035,3,,,
,Heatin Up (feat. Gunna),Lil Baby,Hip-hop,2020,129.847,0.436,0.788,-9.435,0.0979,0.341,177.314,0.0611,0.364,2,,,
,SKYBOX,Gunna,Hip-hop,2020,140.894,0.707,0.779,-6.527,0.0934,0.343,178.097,0.0991,0.16,1,,,
,Young & Alive,Bazzi,Pop,2020,86.005,0.563,0.716,-5.486,0.119,0.495,160.465,0.326,0.0425,1,,,
,i'm so tired...,"Lauv, Troye Sivan",Pop,2020,102.211,0.733,0.599,-7.058,0.242,0.534,162.583,0.176,0.203,2,,,
,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,Pop,2020,133.503,0.654,0.819,-6.665,0.0996,0.455,188.563,0.517,0.136,4,,,
,Girl,Myke Towers,Trap,2020,93.021,0.708,0.733,-4.957,0.324,0.694,186.427,0.0325,0.0937,6,,,
,Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",Trap,2020,139.968,0.686,0.867,-5.342,0.1,0.658,190.207,0.311,0.221,2,,,
,Definitivamente,"Daddy Yankee, Sech",Trap,2020,100.047,0.764,0.813,-3.39,0.253,0.429,217.773,0.586,0.105,5,,,
,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Pop,2020,97.989,0.621,0.857,-6.376,0.0865,0.668,204.467,0.148,0.0825,11,,,
,I Fall Apart,Post Malone,Trap,2020,143.95,0.538,0.556,-5.408,0.196,0.291,223.347,0.0689,0.0382,1,,,
,"fuck, i'm lonely (with Anne-Marie)",Lauv,Pop,2020,95.016,0.558,0.806,-6.46,0.0618,0.678,198.973,0.482,0.0683,1,,,
,Rare,Selena Gomez,Pop,2020,114.998,0.545,0.838,-6.713,0.103,0.631,220.59,0.208,0.0706,9,,,
,VIBEZ,DaBaby,Hip-hop,2020,154.187,0.652,0.768,-2.708,0.107,0.777,144.935,0.113,0.307,11,,,
,Mean It,"Lauv, LANY",Pop,2020,95.998,0.45,0.746,-8.543,0.172,0.336,232.853,0.0407,0.0872,7,,,
,That Way,Lil Uzi Vert,Trap,2020,129.962,0.611,0.719,-5.01,0.155,0.489,212.354,0.0582,0.0403,1,,,
,Live Off My Closet (feat. Future),Lil Baby,Hip-hop,2020,147.004,0.678,0.807,-3.244,0.0986,0.21,173.061,0.0345,0.177,1,,,
,Commercial (feat. Lil Uzi Vert),Lil Baby,Hip-hop,2020,120.998,0.486,0.892,-8.637,0.146,0.535,214.215,0.048,0.384,1,,,
,Sum 2 Prove,Lil Baby,Hip-hop,2020,124.038,0.552,0.823,-7.57,0.122,0.418,205.76,0.0174,0.324,6,,,
,Filter,BTS,K-Pop,2020,110.042,0.762,0.781,-5.188,0.121,0.86,180.221,0.0222,0.0626,2,,,
,Matrix,Apache 207,Hip-hop,2020,114.957,0.509,0.789,-8.766,0.272,0.418,183.793,0.768,0.291,1,,,
,Bellaquita - Remix,"Dalex, Lenny TavÃ¡rez, Anitta, Natti Natasha, Farruko, Justin Quiles",Trap,2020,165.941,0.715,0.795,-3.582,0.179,0.758,304.733,0.141,0.0838,10,,,
,Infeliz,"Arcangel, Bad Bunny",Trap,2020,176.073,0.798,0.713,-3.147,0.246,0.721,221.103,0.366,0.219,9,,,
,Futsal Shuffle 2020,Lil Uzi Vert,Trap,2020,136.97,0.457,0.881,-8.191,0.231,0.296,198.913,0.0327,0.156,10,,,
,GOODMORNINGTOKYO!,TOKYOâ€™S REVENGE,Trap,2020,124.918,0.539,0.907,-7.782,0.253,0.664,150.115,0.0408,0.36,8,,,
,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,Hip-hop,2020,104,0.781,0.817,-4.178,0.123,0.359,216.707,0.00838,0.112,10,,,
